title,manufacturer,model,year,condition,functionality,price,currency,location,country,dimensions,weight,electrical,description,seller_name,seller_verified,listing_id,category,detail_url,image_url,last_updated
Clipmaschine Vemag V334B,Vemag,V334B,2018,gut (gebraucht),voll funktionsfähig,3.123,EUR,"Warschau, Polen",Polen,,49 kg,Spannung: 220V 50Hz,Wir bieten eine Clipmaschine Vemag V334B der Marke Vemag (Modell: V334B) an. Zustand: gut (gebraucht). Alle Funktionen geprüft.,Rhein-Maschinen GmbH,No,61600532,Fleischverarbeitungsmaschinen,https://www.maschinensucher.de/vemag-v334b/i-61600532,https://cdn.machineseeker.com/img/listings/61600532/1.jpg,23.01.2026
Kühlzelle Dinnissen D-9919HD,Dinnissen,D-9919HD,,gut (gebraucht),voll funktionsfähig,26.404,EUR,"Bremen, Deutschland",Deutschland,3499 x 2597 x 379 mm,2715 kg,Spannung: 380V 60Hz,Kühlzelle Dinnissen D-9919HD - Dinnissen D-9919HD. Diese Maschine ist in gut (gebraucht)em Zustand und wurde regelmäßig gewartet.,Pacific Food Machinery,Yes,70242660,Kühlanlagen für Lebensmittel,https://www.maschinensucher.de/dinnissen-d-9919hd/i-70242660,https://cdn.machineseeker.com/img/listings/70242660/1.jpg,27.09.2025
CIP-Anlage JBT R-6424Plus,JBT,R-6424Plus,2004,gut (gebraucht),funktionsfähig,432,EUR,"Essen, Deutschland",Deutschland,2185 x 2909 x 1870 mm,,Spannung: 400V 50Hz; Leistung: 15 kW,"Gebrauchte CIP-Anlage JBT R-6424Plus, Hersteller: JBT, Typ: R-6424Plus. Maschine wurde generalüberholt und ist betriebsbereit.",TradeMachines International,No,67246454,Reinigungstechnik,https://www.maschinensucher.de/jbt-r-6424plus/i-67246454,https://cdn.machineseeker.com/img/listings/67246454/1.jpg,25.02.2024
Verarbeitungsanlage Andritz L2613i,Andritz,L2613i,2021,überholt,voll funktionsfähig,5.672,EUR,"Bern, Schweiz",Schweiz,,1996 kg,Spannung: 380V 50Hz; Leistung: 1.5 kW,Verkauf einer Verarbeitungsanlage Andritz L2613i vom Hersteller Andritz. Das Modell L2613i ist bekannt für seine Zuverlässigkeit. Zustand: überholt. Maschine kann vor Ort besichtigt werden.,TradeMachines International,No,8679589,Labortechnik für Lebensmittel,https://www.maschinensucher.de/andritz-l2613i/i-8679589,https://cdn.machineseeker.com/img/listings/8679589/1.jpg,11.08.2026
Verarbeitungsanlage Pieralisi Z 9874-S,Pieralisi,Z 9874-S,2009,gut (gebraucht),,4.962,EUR,"Parma, Italien",Italien,,,Spannung: 380V 60Hz; Leistung: 3 kW,Verkauf einer Verarbeitungsanlage Pieralisi Z 9874-S vom Hersteller Pieralisi. Das Modell Z 9874-S ist bekannt für seine Zuverlässigkeit. Zustand: gut (gebraucht). Weitere Bilder auf Anfrage.,MaschinenMarkt24,No,90369333,Gastronomiemaschinen & -Geräte,https://www.maschinensucher.de/pieralisi-z+9874-s/i-90369333,https://cdn.machineseeker.com/img/listings/90369333/1.jpg,12.10.2025
Kreiselpumpe Rheon T9161-M,Rheon,T9161-M,2026,gebraucht,,89.339,EUR,"Paris, Frankreich",Frankreich,1112 x 466 x 2557 mm,34 kg,Spannung: 220V 60Hz; Leistung: 22 kW,Kreiselpumpe Rheon T9161-M von Rheon. Modell T9161-M. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden. Transport kann organisiert werden.,Süd-Maschinen Handel,No,80663373,Pumpen (Lebensmitteltechnik),https://www.maschinensucher.de/rheon-t9161-m/i-80663373,https://cdn.machineseeker.com/img/listings/80663373/1.jpg,23.02.2026
Fertigungsmaschine Hiller Z-201,Hiller,Z-201,,gut (gebraucht),funktionsfähig,Preisinfo,,"Wien, Österreich",Österreich,,,,Zu verkaufen: Fertigungsmaschine Hiller Z-201 (Hiller Z-201). Die Maschine befindet sich in gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich.,Surplus Select BV,No,49179449,"Kaffee-, Tee- & Tabakmaschinen",https://www.maschinensucher.de/hiller-z-201/i-49179449,https://cdn.machineseeker.com/img/listings/49179449/1.jpg,22.05.2026
Prozessanlage Hosokawa E-6177B,Hosokawa,E-6177B,2014,gebraucht,voll funktionsfähig,Preisinfo,,"Birmingham, United Kingdom",United Kingdom,1793 x 805 x 2336 mm,,,Prozessanlage Hosokawa E-6177B von Hosokawa. Modell E-6177B. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden. Inbetriebnahme und Schulung möglich.,Industriehandel Schmidt,Yes,49247843,Pulverherstellung & Verarbeitung,https://www.maschinensucher.de/hosokawa-e-6177b/i-49247843,https://cdn.machineseeker.com/img/listings/49247843/1.jpg,03.05.2025
3-Phasen-Dekanter Seepex S5939-M,Seepex,S5939-M,2010,sehr gut (gebraucht),funktionsfähig,74.532,EUR,"Salzburg, Österreich",Österreich,1619 x 2257 x 1905 mm,317 kg,Spannung: 480V 50Hz,"Gebrauchte 3-Phasen-Dekanter Seepex S5939-M, Hersteller: Seepex, Typ: S5939-M. Maschine wurde generalüberholt und ist betriebsbereit. Ersatzteile verfügbar.",Anlagen & Maschinen Fischer,Yes,29376135,Dekanter,https://www.maschinensucher.de/seepex-s5939-m/i-29376135,https://cdn.machineseeker.com/img/listings/29376135/1.jpg,24.07.2025
Produktionsmaschine Dinnissen H 2357Pro,Dinnissen,H 2357Pro,2024,gut (gebraucht),voll funktionsfähig,1.976,EUR,"London, United Kingdom",United Kingdom,,143 kg,Spannung: 400V 60Hz; Leistung: 1.5 kW,Dinnissen Typ H 2357Pro. Produktionsmaschine Dinnissen H 2357Pro. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Inklusive Dokumentation und Bedienungsanleitung.,Gastro-Technik Becker,No,90892924,Molkereianlagen,https://www.maschinensucher.de/dinnissen-h+2357pro/i-90892924,https://cdn.machineseeker.com/img/listings/90892924/1.jpg,01.03.2025
Fertigungsmaschine Pieralisi R7921-S,Pieralisi,R7921-S,2012,gebraucht,funktionsfähig,3.620,EUR,"Stuttgart, Deutschland",Deutschland,4406 x 1318 x 3182 mm,,Spannung: 400V 60Hz; Leistung: 11 kW,"Gebrauchte Fertigungsmaschine Pieralisi R7921-S, Hersteller: Pieralisi, Typ: R7921-S. Maschine wurde generalüberholt und ist betriebsbereit. CE-Kennzeichnung vorhanden.",Nordic Machine Trading,Yes,40602407,Kartoffelchipsherstellungsmaschinen,https://www.maschinensucher.de/pieralisi-r7921-s/i-40602407,https://cdn.machineseeker.com/img/listings/40602407/1.jpg,15.10.2026
Fertigungsmaschine Franz Haas L 5348Plus,Franz Haas,L 5348Plus,2021,sehr gut (gebraucht),funktionsfähig,860,EUR,"Dresden, Deutschland",Deutschland,2439 x 1524 x 498 mm,,,Franz Haas Typ L 5348Plus. Fertigungsmaschine Franz Haas L 5348Plus. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Maschine kann vor Ort besichtigt werden.,Koch Industrietechnik,No,82044754,Lagerung & Handhabung,https://www.maschinensucher.de/franz+haas-l+5348plus/i-82044754,https://cdn.machineseeker.com/img/listings/82044754/1.jpg,01.12.2025
Passiermaschine Sormac W 8647B,Sormac,W 8647B,2022,gebraucht,nicht geprüft,3.871,EUR,"Madrid, Spanien",Spanien,1236 x 1348 x 2245 mm,64 kg,Spannung: 400V 50Hz,Passiermaschine Sormac W 8647B - Sormac W 8647B. Diese Maschine ist in gebrauchtem Zustand und wurde regelmäßig gewartet. Weitere Bilder auf Anfrage.,ProcessTech Europe,No,8730714,Obstverarbeitung & Gemüseverarbeitung,https://www.maschinensucher.de/sormac-w+8647b/i-8730714,https://cdn.machineseeker.com/img/listings/8730714/1.jpg,09.10.2025
Desinfektionsanlage Bosch Z2041XL,Bosch,Z2041XL,2011,neu,nicht geprüft,7.458,EUR,"Bologna, Italien",Italien,3328 x 2215 x 1878 mm,14356 kg,Spannung: 400V 60Hz,Desinfektionsanlage Bosch Z2041XL - Bosch Z2041XL. Diese Maschine ist in neuem Zustand und wurde regelmäßig gewartet. Inbetriebnahme und Schulung möglich.,Rhein-Maschinen GmbH,No,51009313,Reinigungstechnik,https://www.maschinensucher.de/bosch-z2041xl/i-51009313,https://cdn.machineseeker.com/img/listings/51009313/1.jpg,27.02.2024
Kreiselpumpe Krones E-6274,Krones,E-6274,2004,neuwertig,voll funktionsfähig,81.209,EUR,"Stockholm, Schweden",Schweden,1102 x 2409 x 2893 mm,13870 kg,Spannung: 400V 60Hz; Leistung: 4 kW,Wir bieten eine Kreiselpumpe Krones E-6274 der Marke Krones (Modell: E-6274) an. Zustand: neuwertig. Alle Funktionen geprüft. Transport kann organisiert werden.,IndustriePark Nord,No,68512357,Pumpen (Lebensmitteltechnik),https://www.maschinensucher.de/krones-e-6274/i-68512357,https://cdn.machineseeker.com/img/listings/68512357/1.jpg,24.10.2025
Verarbeitungsanlage Multivac L-4454XL,Multivac,L-4454XL,2007,überholt,funktionsfähig,113.140,EUR,"Bern, Schweiz",Schweiz,1077 x 2260 x 2353 mm,,Spannung: 480V 60Hz,Verarbeitungsanlage Multivac L-4454XL von Multivac. Modell L-4454XL. Zustand: überholt. Maschine ist einsatzbereit und kann sofort geliefert werden.,Technik Bauer AG,No,90057502,Getreideverarbeitung,https://www.maschinensucher.de/multivac-l-4454xl/i-90057502,https://cdn.machineseeker.com/img/listings/90057502/1.jpg,04.11.2025
Stikkenofen Debag D-6245,Debag,D-6245,,gut (gebraucht),funktionsfähig,123.539,EUR,"Brüssel, Belgien",Belgien,4284 x 1893 x 2227 mm,,Spannung: 400V 60Hz,Wir bieten eine Stikkenofen Debag D-6245 der Marke Debag (Modell: D-6245) an. Zustand: gut (gebraucht). Alle Funktionen geprüft. CE-Kennzeichnung vorhanden.,Machinery Europe GmbH,No,91703670,Bäckereimaschinen,https://www.maschinensucher.de/debag-d-6245/i-91703670,https://cdn.machineseeker.com/img/listings/91703670/1.jpg,22.06.2025
Exzenterschneckenpumpe Grundfos N 9882-M,Grundfos,N 9882-M,2025,gut (gebraucht),,Preisinfo,,"Krakau, Polen",Polen,831 x 2049 x 3166 mm,4522 kg,Spannung: 220V 60Hz; Leistung: 75 kW,Exzenterschneckenpumpe Grundfos N 9882-M von Grundfos. Modell N 9882-M. Zustand: gut (gebraucht). Maschine ist einsatzbereit und kann sofort geliefert werden. Maschine kann vor Ort besichtigt werden.,EuroMachinery BV,No,83561711,Pumpen (Lebensmitteltechnik),https://www.maschinensucher.de/grundfos-n+9882-m/i-83561711,https://cdn.machineseeker.com/img/listings/83561711/1.jpg,18.04.2025
Verarbeitungsanlage Bosch K6138,Bosch,K6138,2026,gebraucht,voll funktionsfähig,144.907,EUR,"Bremen, Deutschland",Deutschland,,,,Verkauf einer Verarbeitungsanlage Bosch K6138 vom Hersteller Bosch. Das Modell K6138 ist bekannt für seine Zuverlässigkeit. Zustand: gebraucht.,Gebrauchte-Maschinen.de,Yes,15343725,Gastronomiemaschinen & -Geräte,https://www.maschinensucher.de/bosch-k6138/i-15343725,https://cdn.machineseeker.com/img/listings/15343725/1.jpg,13.09.2025
Verarbeitungsanlage Bosch Z 7959HD,Bosch,Z 7959HD,1996,gebraucht,funktionsfähig,1.810,EUR,"Hannover, Deutschland",Deutschland,,4401 kg,Spannung: 230V 60Hz; Leistung: 7.5 kW,Verarbeitungsanlage Bosch Z 7959HD von Bosch. Modell Z 7959HD. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden. CE-Kennzeichnung vorhanden.,Bayerische Maschinenhandel,No,34084053,Fettherstellung & Verarbeitung,https://www.maschinensucher.de/bosch-z+7959hd/i-34084053,https://cdn.machineseeker.com/img/listings/34084053/1.jpg,28.07.2026
Bandtrockner Brabender S-2286i,Brabender,S-2286i,2008,gebraucht,funktionsfähig,49.102,EUR,"Dresden, Deutschland",Deutschland,633 x 1160 x 1299 mm,922 kg,,Brabender S-2286i - Bandtrockner Brabender S-2286i. Kategorie: Trockner für Lebensmittel. Zustand: gebraucht. Sofort verfügbar ab Lager.,Deutsche Industriemaschinen,No,43612378,Trockner für Lebensmittel,https://www.maschinensucher.de/brabender-s-2286i/i-43612378,https://cdn.machineseeker.com/img/listings/43612378/1.jpg,26.03.2026
Schockfroster Netzsch Z5670Plus,Netzsch,Z5670Plus,2001,gut (gebraucht),voll funktionsfähig,Preisinfo,,"Bielefeld, Deutschland",Deutschland,,381 kg,Spannung: 230V 50Hz; Leistung: 30 kW,Wir bieten eine Schockfroster Netzsch Z5670Plus der Marke Netzsch (Modell: Z5670Plus) an. Zustand: gut (gebraucht). Alle Funktionen geprüft. Inbetriebnahme und Schulung möglich.,Machinery Europe GmbH,Yes,33456213,Kühlanlagen für Lebensmittel,https://www.maschinensucher.de/netzsch-z5670plus/i-33456213,https://cdn.machineseeker.com/img/listings/33456213/1.jpg,22.11.2025
Schälmaschine Dornow T-7095,Dornow,T-7095,,gebraucht,voll funktionsfähig,Preisinfo,,"Brüssel, Belgien",Belgien,743 x 368 x 2223 mm,2848 kg,Spannung: 480V 50Hz; Leistung: 1.5 kW,Schälmaschine Dornow T-7095 von Dornow. Modell T-7095. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden.,MaschinenWelt Online,Yes,94113059,Obstverarbeitung & Gemüseverarbeitung,https://www.maschinensucher.de/dornow-t-7095/i-94113059,https://cdn.machineseeker.com/img/listings/94113059/1.jpg,25.05.2025
Produktionsmaschine Flottwerk 5342,Flottwerk,5342,2014,gebraucht,eingeschränkt funktionsfähig,114.642,EUR,"Salzburg, Österreich",Österreich,1874 x 2056 x 3269 mm,33 kg,Spannung: 230V 50Hz; Leistung: 4 kW,Wir bieten eine Produktionsmaschine Flottwerk 5342 der Marke Flottwerk (Modell: 5342) an. Zustand: gebraucht. Alle Funktionen geprüft. Transport kann organisiert werden.,TradeMachines International,Yes,12117378,Mühlen für Lebensmittel,https://www.maschinensucher.de/flottwerk-5342/i-12117378,https://cdn.machineseeker.com/img/listings/12117378/1.jpg,25.04.2025
Kreiselpumpe Zeppelin R 8783E,Zeppelin,R 8783E,,überholt,voll funktionsfähig,8.706,EUR,"Rotterdam, Niederlande",Niederlande,,181 kg,Spannung: 380V 50Hz; Leistung: 37 kW,"Gebrauchte Kreiselpumpe Zeppelin R 8783E, Hersteller: Zeppelin, Typ: R 8783E. Maschine wurde generalüberholt und ist betriebsbereit.",FoodTech Solutions GmbH,Yes,23540049,Pumpen (Lebensmitteltechnik),https://www.maschinensucher.de/zeppelin-r+8783e/i-23540049,https://cdn.machineseeker.com/img/listings/23540049/1.jpg,24.10.2026
Geschirrspüler MKN P 8206HD,MKN,P 8206HD,2018,gebraucht,voll funktionsfähig,275,EUR,"Warschau, Polen",Polen,3793 x 918 x 2356 mm,29 kg,,Zu verkaufen: Geschirrspüler MKN P 8206HD (MKN P 8206HD). Die Maschine befindet sich in gebrauchtem Zustand. Besichtigung nach Vereinbarung möglich.,Ost-Technik Vertrieb,Yes,55924635,Küchentechnik,https://www.maschinensucher.de/mkn-p+8206hd/i-55924635,https://cdn.machineseeker.com/img/listings/55924635/1.jpg,23.05.2024
Kippkochkessel Auriol R1694E,Auriol,R1694E,2009,gut (gebraucht),funktionsfähig,406,EUR,"Birmingham, United Kingdom",United Kingdom,3330 x 1785 x 2056 mm,9832 kg,Spannung: 480V 50Hz; Leistung: 0.55 kW,Zu verkaufen: Kippkochkessel Auriol R1694E (Auriol R1694E). Die Maschine befindet sich in gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich. Preis ist VB (Verhandlungsbasis).,FoodMach International,No,72655593,Kochkessel,https://www.maschinensucher.de/auriol-r1694e/i-72655593,https://cdn.machineseeker.com/img/listings/72655593/1.jpg,27.04.2026
Konvektomat Convotherm S1207-M,Convotherm,S1207-M,,gut (gebraucht),eingeschränkt funktionsfähig,Preisinfo,,"Düsseldorf, Deutschland",Deutschland,4463 x 1382 x 3274 mm,121 kg,Spannung: 480V 60Hz,Convotherm S1207-M - Konvektomat Convotherm S1207-M. Kategorie: Küchentechnik. Zustand: gut (gebraucht). Sofort verfügbar ab Lager. Inbetriebnahme und Schulung möglich.,ProMach Handels GmbH,No,75585205,Küchentechnik,https://www.maschinensucher.de/convotherm-s1207-m/i-75585205,https://cdn.machineseeker.com/img/listings/75585205/1.jpg,06.04.2026
Kühlzelle Flottwerk F 8875Plus,Flottwerk,F 8875Plus,2001,sehr gut (gebraucht),voll funktionsfähig,Preisinfo,,"Madrid, Spanien",Spanien,4185 x 1037 x 1454 mm,3959 kg,Spannung: 230V 60Hz; Leistung: 0.55 kW,Verkauf einer Kühlzelle Flottwerk F 8875Plus vom Hersteller Flottwerk. Das Modell F 8875Plus ist bekannt für seine Zuverlässigkeit. Zustand: sehr gut (gebraucht). Inbetriebnahme und Schulung möglich.,Ost-Technik Vertrieb,No,20739135,Kühlanlagen für Lebensmittel,https://www.maschinensucher.de/flottwerk-f+8875plus/i-20739135,https://cdn.machineseeker.com/img/listings/20739135/1.jpg,03.02.2026
Produktionsmaschine Retsch X 5981,Retsch,X 5981,2018,gut (gebraucht),eingeschränkt funktionsfähig,7.914,EUR,"Warschau, Polen",Polen,448 x 789 x 3363 mm,471 kg,Spannung: 400V 50Hz,Verkauf einer Produktionsmaschine Retsch X 5981 vom Hersteller Retsch. Das Modell X 5981 ist bekannt für seine Zuverlässigkeit. Zustand: gut (gebraucht). Inklusive Dokumentation und Bedienungsanleitung.,Anlagenbau Schneider,No,44134811,Gastronomiemaschinen & -Geräte,https://www.maschinensucher.de/retsch-x+5981/i-44134811,https://cdn.machineseeker.com/img/listings/44134811/1.jpg,20.10.2025
Produktionsmaschine Netzsch A3534-S,Netzsch,A3534-S,,gut (gebraucht),eingeschränkt funktionsfähig,47.406,EUR,"Salzburg, Österreich",Österreich,,137 kg,Spannung: 380V 60Hz,Produktionsmaschine Netzsch A3534-S - Netzsch A3534-S. Diese Maschine ist in gut (gebraucht)em Zustand und wurde regelmäßig gewartet.,Gebrauchte-Maschinen.de,No,75494011,Getränkeautomaten,https://www.maschinensucher.de/netzsch-a3534-s/i-75494011,https://cdn.machineseeker.com/img/listings/75494011/1.jpg,21.12.2025
Konvektomat Hobart F2605i,Hobart,F2605i,2022,gebraucht,funktionsfähig,32.686,EUR,"Berlin, Deutschland",Deutschland,837 x 1886 x 2670 mm,,Spannung: 230V 50Hz; Leistung: 0.75 kW,Wir bieten eine Konvektomat Hobart F2605i der Marke Hobart (Modell: F2605i) an. Zustand: gebraucht. Alle Funktionen geprüft.,MH Maschinenhandel GmbH,No,17004775,Küchentechnik,https://www.maschinensucher.de/hobart-f2605i/i-17004775,https://cdn.machineseeker.com/img/listings/17004775/1.jpg,14.01.2026
Produktionsmaschine Hiller N-6912-M,Hiller,N-6912-M,2022,gebraucht,voll funktionsfähig,46.467,EUR,"Warschau, Polen",Polen,2224 x 1812 x 3430 mm,6350 kg,Spannung: 380V 50Hz; Leistung: 3 kW,Zu verkaufen: Produktionsmaschine Hiller N-6912-M (Hiller N-6912-M). Die Maschine befindet sich in gebrauchtem Zustand. Besichtigung nach Vereinbarung möglich.,Anlagen Center Berlin,No,96550198,Fischverarbeitungsmaschinen,https://www.maschinensucher.de/hiller-n-6912-m/i-96550198,https://cdn.machineseeker.com/img/listings/96550198/1.jpg,24.12.2026
Verarbeitungsanlage Ross E6567i,Ross,E6567i,2020,gebraucht,funktionsfähig,5.855,EUR,"Bologna, Italien",Italien,2560 x 1594 x 2946 mm,14635 kg,,Wir bieten eine Verarbeitungsanlage Ross E6567i der Marke Ross (Modell: E6567i) an. Zustand: gebraucht. Alle Funktionen geprüft. Maschine kann vor Ort besichtigt werden.,EuroMachinery BV,Yes,19694993,Maschinen für Feinkost,https://www.maschinensucher.de/ross-e6567i/i-19694993,https://cdn.machineseeker.com/img/listings/19694993/1.jpg,19.12.2025
Industriemaschine Seepex P-5241-L,Seepex,P-5241-L,2008,sehr gut (gebraucht),funktionsfähig,36.963,EUR,"Zürich, Schweiz",Schweiz,527 x 979 x 1583 mm,,Spannung: 230V 50Hz,Wir bieten eine Industriemaschine Seepex P-5241-L der Marke Seepex (Modell: P-5241-L) an. Zustand: sehr gut (gebraucht). Alle Funktionen geprüft.,Gebrauchte-Maschinen.de,Yes,16034440,Mühlen für Lebensmittel,https://www.maschinensucher.de/seepex-p-5241-l/i-16034440,https://cdn.machineseeker.com/img/listings/16034440/1.jpg,20.10.2024
Verarbeitungsanlage Seepex P-5839HD,Seepex,P-5839HD,2016,gebraucht,nicht geprüft,11.358,EUR,"Stuttgart, Deutschland",Deutschland,1322 x 1983 x 1960 mm,16 kg,Spannung: 400V 60Hz; Leistung: 3 kW,Seepex Typ P-5839HD. Verarbeitungsanlage Seepex P-5839HD. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Ersatzteile verfügbar.,Ost-Technik Vertrieb,No,66051353,Getränkeautomaten,https://www.maschinensucher.de/seepex-p-5839hd/i-66051353,https://cdn.machineseeker.com/img/listings/66051353/1.jpg,20.06.2025
Intensivmischer Hosokawa H3725-S,Hosokawa,H3725-S,2013,sehr gut (gebraucht),voll funktionsfähig,132.539,EUR,"Krakau, Polen",Polen,4207 x 1208 x 2939 mm,,,Intensivmischer Hosokawa H3725-S von Hosokawa. Modell H3725-S. Zustand: sehr gut (gebraucht). Maschine ist einsatzbereit und kann sofort geliefert werden. Maschine kann vor Ort besichtigt werden.,Deutsche Industriemaschinen,No,93075210,Mischanlagen,https://www.maschinensucher.de/hosokawa-h3725-s/i-93075210,https://cdn.machineseeker.com/img/listings/93075210/1.jpg,27.08.2025
Pasteur Alfa Laval -6153-L,Alfa Laval,-6153-L,1995,sehr gut (gebraucht),eingeschränkt funktionsfähig,4.144,EUR,"Dortmund, Deutschland",Deutschland,4305 x 1575 x 2734 mm,206 kg,Spannung: 400V 60Hz; Leistung: 55 kW,Verkauf einer Pasteur Alfa Laval -6153-L vom Hersteller Alfa Laval. Das Modell -6153-L ist bekannt für seine Zuverlässigkeit. Zustand: sehr gut (gebraucht). Inbetriebnahme und Schulung möglich.,TechniTrade GmbH,No,14770284,Milch & Milchprodukte,https://www.maschinensucher.de/alfa+laval--6153-l/i-14770284,https://cdn.machineseeker.com/img/listings/14770284/1.jpg,18.08.2025
Industriemaschine Siemens H660-L,Siemens,H660-L,2005,überholt,nicht geprüft,9.802,EUR,"Frankfurt am Main, Deutschland",Deutschland,3505 x 2355 x 2191 mm,9778 kg,Spannung: 230V 60Hz; Leistung: 3 kW,"Gebrauchte Industriemaschine Siemens H660-L, Hersteller: Siemens, Typ: H660-L. Maschine wurde generalüberholt und ist betriebsbereit.",Pacific Food Machinery,No,90502271,Pulverherstellung & Verarbeitung,https://www.maschinensucher.de/siemens-h660-l/i-90502271,https://cdn.machineseeker.com/img/listings/90502271/1.jpg,23.09.2026
